"year" "month" "y" "duration" "Ngillnets" "TC.tspp" "bathymetry" "X" "Y" "latitude" "longitude"
2008 8 0 1335.93 37.88 2935.56 -957.98 933.001021629588 7434.0949355049 66.7166666666667 -59.15
2008 8 0 1375.11 44.1 2381.88 -972.73 937.500336108908 7438.589005823 66.75 -59.0333333333333
2008 8 0 2566.34 46.08 3102.32 -984.52 947.481563812498 7445.88278127377 66.8 -58.7833333333333
2008 8 0 2610.33 40.1 3535.33 -1013.85 943.010493753367 7441.37154643089 66.7666666666667 -58.9
2008 8 0 3154.81 12.99 1211.49 -1021.92 882.861118227924 7652.37886630485 68.7166666666667 -59.5166666666667
2008 8 0 3549.57 29.57 3905.33 -980.02 880.187700941353 7651.96423527769 68.7166666666667 -59.5833333333333
2008 8 0 1290.81 40.37 3333.76 -879.37 929.944011624875 7429.83864702388 66.6833333333333 -59.2333333333333
2008 8 3 1504.81 42.58 2620.66 -835.65 934.31615095669 7430.53337669703 66.6833333333333 -59.1333333333333
2008 9 0 2483.39 42.32 3103.97 -875.29 931.253362959273 7435.70226048087 66.7333333333333 -59.1833333333333
2008 9 0 2429.38 45.88 3750.74 -755.29 903.32819569137 7433.29263067341 66.75 -59.8166666666667
2008 9 0 1310.65 41.6 1976.63 -868.09 937.797148114818 7436.7505605687 66.7333333333333 -59.0333333333333
2008 9 0 1493.28 40.98 2211.07 -906.55 944.213539024003 7434.01985638809 66.7 -58.9
2008 9 0 2314.67 38.34 3107.52 -1035.08 946.149116978202 7449.43780863217 66.8333333333333 -58.8
2008 9 0 2419.73 43.44 5002.23 -1040.22 946.149116978202 7449.43780863217 66.8333333333333 -58.8
2008 9 0 1258.04 38.35 3300.04 -940.43 936.797056893709 7429.04472185352 66.6666666666667 -59.0833333333333
2008 9 0 1380.4 39.5 2317.62 -910.21 938.093924257783 7434.91210754174 66.7166666666667 -59.0333333333333
2008 9 0 1278.94 41.18 5519.96 -895.38 939.082938610044 7442.61824572774 66.7833333333333 -58.9833333333333
2008 9 0 1435.83 45.84 3637.09 -949.72 940.959142773343 7444.81040711049 66.8 -58.9333333333333
2008 9 0 1286.26 39.81 4030.58 -846.3 938.412891751645 7423.64598572857 66.6166666666667 -59.0666666666667
2008 9 0 1382.18 41.22 2898.98 -859.34 934.029469860164 7422.94499035494 66.6166666666667 -59.1666666666667
2008 9 0 2059.39 42.37 4418.1 -797.67 978.231039818918 7494.69165989665 67.1833333333333 -57.9
2008 9 0 2436.1 45.2 5352.53 -922.02 974.288843422637 7492.08898736275 67.1666666666667 -58
2008 9 0 2267.28 43.65 9157.55 -872.56 980.69906930721 7493.24540218141 67.1666666666667 -57.85
2008 9 0 2393.65 43.07 6884.08 -894.84 975.05438474941 7496.01213202168 67.2 -57.9666666666667
2008 9 0 1258.83 39.63 2793.21 -833.56 942.329339681154 7431.82541462117 66.6833333333333 -58.95
2008 9 0 1456.16 42.22 3546.38 -847.61 941.766987634078 7426.07386662758 66.6333333333333 -58.9833333333333
2008 9 0 2636.08 19.91 3161.97 -822.35 978.942732662829 7494.82046242042 67.1833333333333 -57.8833333333333
2008 9 0 2580.27 22.85 3056.8 -909.84 978.231039818918 7494.69165989665 67.1833333333333 -57.9
2008 9 0 2660.99 37.99 7107.31 -891.79 976.476977212102 7496.26823860253 67.2 -57.9333333333333
2008 9 0 2581.04 43.13 5420.3 -840.86 936.206658694258 7432.72205740283 66.7 -59.0833333333333
2008 9 0 3310.82 45.96 4590.91 -931.99 940.441894934756 7429.63233779088 66.6666666666667 -59
2008 9 0 1164.83 38.7 4756.87 -1108.54 960.893688399704 7497.28783385198 67.2333333333333 -58.2833333333333
2008 9 0 1157.73 39.69 9139.82 -1007.42 966.57972225018 7498.2864194813 67.2333333333333 -58.15
2008 9 0 2299.86 39.03 4368.33 -851.37 935.044751519298 7430.64985251517 66.6833333333333 -59.1166666666667
2008 9 0 2685.97 40.76 5552.86 -797.61 939.003922561442 7419.96870295787 66.5833333333333 -59.0666666666667
2008 9 1 1589.56 40.6 7924.81 -1007.75 878.145218437251 7638.46629652108 68.6 -59.6833333333333
2008 9 0 2320.65 38.52 8616.96 -1102.53 936.312729950038 7445.94270920176 66.8166666666667 -59.0333333333333
2008 9 0 2768.9 41.58 5663.95 -924.5 935.159658729024 7443.87048948588 66.8 -59.0666666666667
2008 9 0 1631.39 26.35 5632.22 -1106.09 878.925049082365 7642.3521582047 68.6333333333333 -59.65
2008 9 0 1961.77 15.4 3513.4 -955.04 876.631255935349 7643.8845929426 68.65 -59.7
2008 9 1 1083.54 22.87 4719.52 -1251.11 876.17685755175 7651.34776240453 68.7166666666667 -59.6833333333333
2008 9 1 2437.8 25.85 7739.59 -1222.49 878.465180570165 7649.81518207966 68.7 -59.6333333333333
2008 9 0 3042.55 42.76 5184.49 -813.43 934.467012791161 7424.90028365038 66.6333333333333 -59.15
2008 9 0 2650.22 46.09 5677.05 -1085.08 938.911511944458 7448.25054808808 66.8333333333333 -58.9666666666667
2008 9 0 1710.41 40.69 2968.5 -881.93 984.841644157878 7482.63600422376 67.0666666666667 -57.8
2008 9 0 1700.65 43.36 3163.16 -778.08 977.085837758557 7488.80531246591 67.1333333333333 -57.95
2008 9 0 2808.17 38.2 5242.53 -769.3 943.525710277781 7424.47277172083 66.6166666666667 -58.95
2008 9 0 2835.14 45.2 5834.62 -888.42 941.632173425589 7422.27887644796 66.6 -59
2008 9 0 1557.05 45.63 2986.86 -1017.38 929.071641436793 7435.35635700006 66.7333333333333 -59.2333333333333
2008 9 0 1708.86 45.82 3433.9 -959.77 946.149116978202 7449.43780863217 66.8333333333333 -58.8
2008 9 2 1923.99 40.99 5092.34 -1315.58 874.390493584089 7636.01305350139 68.5833333333333 -59.7833333333333
2008 9 0 2326.94 33.04 5105.83 -939.52 881.324715998315 7644.60500456028 68.65 -59.5833333333333
2008 9 0 2312.67 12.96 1740.6 -1140.8 878.360683084622 7646.03232218376 68.6666666666667 -59.65
2008 9 0 2331.41 43.89 4899.34 -1094.47 961.604540238853 7497.41198275858 67.2333333333333 -58.2666666666667
2008 9 0 2255.26 45.24 4854.05 -1208.63 967.290350455272 7498.41210962163 67.2333333333333 -58.1333333333333
2008 9 0 1473.24 38.32 3428.88 -1059.53 945.425474807413 7449.31820320237 66.8333333333333 -58.8166666666667
2008 9 0 1658.6 45.38 2822.41 -1016.61 948.014421775774 7451.63506414339 66.85 -58.75
2008 9 0 2581.46 37.13 6785.58 -1163.07 876.281718379932 7655.13028705688 68.75 -59.6666666666667
2008 9 0 1725.24 38.58 3217.23 -774.93 979.654396678545 7494.94945791344 67.1833333333333 -57.8666666666667
2008 9 0 1552.6 38.88 3592.39 -836.35 975.713538852358 7492.34461681724 67.1666666666667 -57.9666666666667
2008 9 1 2442.57 27.66 5313.42 -1005.11 881.239121172871 7654.01084628519 68.7333333333333 -59.55
2008 9 0 2376.88 11.03 1521.13 -1149.28 878.951595901521 7655.54074429698 68.75 -59.6
2008 9 1 2674.26 55.46 2221.96 -791.49 886.017001730256 7645.33437960853 68.65 -59.4666666666667
2008 9 0 1616.38 39.57 2667.81 -778.88 982.123246960536 7493.50450717453 67.1666666666667 -57.8166666666667
2008 9 0 1427.95 44.15 2325.35 -886.48 970.45927087152 7497.08262380423 67.2166666666667 -58.0666666666667
2008 9 0 2931.97 24.84 3915.54 -1197.79 874.112434834519 7637.85367402015 68.6 -59.7833333333333
2008 9 0 2992.31 20.19 3273.2 -1054.14 876.801051671917 7638.26135582868 68.6 -59.7166666666667
2008 9 0 1356.16 42.48 3647.46 -767.39 981.077638048121 7495.20802780153 67.1833333333333 -57.8333333333333
2008 9 0 1514.85 46.19 5762.23 -784.05 979.699840340481 7498.7451032681 67.2166666666667 -57.85
2008 9 0 1331.57 39.5 3065.31 -876.46 976.095788761194 7494.30641015495 67.1833333333333 -57.95
2008 9 0 1507.7 37.85 3129.18 -871.78 974.672144727445 7494.0505418659 67.1833333333333 -57.9833333333333
2008 9 0 1984.16 24.02 4239.43 -1258.1 875.56971103173 7641.83999759516 68.6333333333333 -59.7333333333333
2008 9 0 2017.91 16.99 2647.65 -952.84 878.535663160284 7640.40920385323 68.6166666666667 -59.6666666666667
2008 9 0 1604.61 38.04 2073.05 -861.85 923.405261415852 7438.23544112044 66.7666666666667 -59.35
2008 9 0 1665.97 45.13 3043.21 -996.71 928.489885185545 7439.03479374214 66.7666666666667 -59.2333333333333
2008 9 0 1317.05 54.34 4405.58 -976.91 933.41455870922 7445.47614212281 66.8166666666667 -59.1
2008 9 0 2325.24 54.31 3685.69 -1012.28 932.259297144348 7443.40522631084 66.8 -59.1333333333333
2008 9 0 1162.45 38.19 2914.45 -1148.31 966.127893683923 7492.53154264647 67.1833333333333 -58.1833333333333
2008 9 0 1243.21 44.82 3699.16 -1180.01 963.669555960108 7493.99105246637 67.2 -58.2333333333333
2008 9 1 350.25 37.35 866.12 -1305.59 874.668521473993 7634.17242728112 68.5666666666667 -59.7833333333333
2008 9 0 594.61 40.47 4319.34 -1386.23 871.577691884853 7631.82535883545 68.55 -59.8666666666667
2008 9 0 735.54 26.91 3548.49 -1047.35 877.301821568411 7643.98696008088 68.65 -59.6833333333333
2008 9 0 806.25 26.42 1586.51 -889.93 880.937966667097 7642.66165122322 68.6333333333333 -59.6
2008 9 0 463.77 16.21 441.32 -997.09 876.967533012247 7632.63786117448 68.55 -59.7333333333333
2008 9 0 1008.54 52.11 4184.6 -1022.12 969.748258259572 7496.95609002405 67.2166666666667 -58.0833333333333
2008 9 0 1104.93 50.76 4193.66 -966.69 968.326148211322 7496.7036007387 67.2166666666667 -58.1166666666667
2008 9 0 1024.16 41.91 5810.51 -1087.08 960.893688399704 7497.28783385198 67.2333333333333 -58.2833333333333
2008 9 0 1756.91 47.04 5527.08 -1092.86 966.57972225018 7498.2864194813 67.2333333333333 -58.15
2008 9 0 1770.53 37.52 5561.6 -905.7 981.077638048121 7495.20802780153 67.1833333333333 -57.8333333333333
2008 9 0 1792.93 44.84 3476.49 -883.33 982.791193305585 7489.83828535977 67.1333333333333 -57.8166666666667
2008 9 0 748.97 51.73 2914.46 -1304.32 873.322064580106 7633.96942978953 68.5666666666667 -59.8166666666667
2008 9 0 1719.76 42.57 4031.75 -1048.4 938.911511944458 7448.25054808808 66.8333333333333 -58.9666666666667
2008 9 0 2000.74 40.85 5279.84 -1013.51 937.03720826529 7446.0598398212 66.8166666666667 -59.0166666666667
2008 9 0 2026.63 37.85 4061.05 -822.43 982.123246960536 7493.50450717453 67.1666666666667 -57.8166666666667
2008 9 0 2094 41.03 2461.45 -853.9 975.765695304413 7496.14008888173 67.2 -57.95
2008 9 0 1255.91 20.29 2076.27 -1136.75 873.201753462214 7630.18655294453 68.5333333333333 -59.8333333333333
2008 9 0 780.81 20.4 2712.17 -1222.9 873.201753462214 7630.18655294453 68.5333333333333 -59.8333333333333
2008 9 0 1893.54 52.94 4914.94 -983.58 942.229149487684 7450.6795391105 66.85 -58.8833333333333
2008 9 0 1719.36 42.04 3607.35 -903.59 981.077638048121 7495.20802780153 67.1833333333333 -57.8333333333333
2008 9 0 1999.25 42.34 5443.62 -736.23 980.744064583783 7497.04118692311 67.2 -57.8333333333333
2008 9 0 1268.9 38 5986.99 -1092.99 878.182386414114 7651.65517776988 68.7166666666667 -59.6333333333333
2008 9 0 841.36 26.39 3276.99 -1191.89 874.112434834519 7637.85367402015 68.6 -59.7833333333333
2008 9 0 2376.68 48.35 4191.29 -1081.57 934.139140128104 7445.59249058084 66.8166666666667 -59.0833333333333
2008 9 0 1523.75 49.68 4436.81 -1049.36 928.633269951954 7442.82804962091 66.8 -59.2166666666667
2008 9 0 1835.57 43.93 2812.93 -918.12 976.095788761194 7494.30641015495 67.1833333333333 -57.95
2008 9 0 1979.44 44.06 3456.81 -900.95 976.095788761194 7494.30641015495 67.1833333333333 -57.95
2008 9 1 1205.62 40.97 4064.78 -1060.74 878.951595901521 7655.54074429698 68.75 -59.6
2008 9 0 3363.38 45.13 3091.83 -871.05 883.335840254218 7644.91649634337 68.65 -59.5333333333333
2008 9 0 996.56 44.18 2376.55 -966.45 877.081117970807 7636.42099319671 68.5833333333333 -59.7166666666667
2008 9 0 1654.67 46.91 3982.05 -1014.96 970.45927087152 7497.08262380423 67.2166666666667 -58.0666666666667
2008 9 3 1745.58 47.58 5639.21 -1040.12 964.059142656727 7495.95075918308 67.2166666666667 -58.2166666666667
2008 9 0 2102.09 40.09 4777.81 -909.67 967.939713338376 7494.74317107154 67.2 -58.1333333333333
2008 9 0 1691.27 37.86 4281.74 -1233.58 967.552217901586 7492.78277930456 67.1833333333333 -58.15
2008 9 0 929.55 48.76 3056.85 -1231.62 873.079288937263 7626.40358236944 68.5 -59.85
2008 9 0 1582.39 53.41 9662.89 -1084.59 959.471901499421 7497.04011402151 67.2333333333333 -58.3166666666667
2008 9 0 1707.32 40.97 2546.31 -940.34 926.167340195072 7444.32341254659 66.8166666666667 -59.2666666666667
2008 9 0 1911.48 42.02 4242.77 -955.35 919.071496147395 7446.98243972312 66.85 -59.4166666666667
2008 9 0 765.45 39.62 5554.16 -1078.19 877.864117255759 7640.30652360262 68.6166666666667 -59.6833333333333
2008 9 0 764.63 42.28 3534.41 -1180.45 874.112434834519 7637.85367402015 68.6 -59.7833333333333
2008 9 0 700.42 24.3 3532.16 -1239.35 872.527462984523 7630.0853855782 68.5333333333333 -59.85
2008 9 0 2299.63 38.29 5302.52 -1225.48 877.513900551026 7651.55252351849 68.7166666666667 -59.65
2008 9 0 742.96 25.42 3079.68 -1179.16 875.290053718082 7643.68040749074 68.65 -59.7333333333333
2008 9 0 295.56 11.19 1286.03 -1104.25 877.301821568411 7643.98696008088 68.65 -59.6833333333333
2008 9 0 1203.98 54.94 7303.85 -1150.9 967.290350455272 7498.41210962163 67.2333333333333 -58.1333333333333
2008 9 0 1349.37 42.69 3874.25 -840.97 981.789215313314 7495.33760219375 67.1833333333333 -57.8166666666667
2008 9 0 1511.95 43.91 1772.21 -850.62 979.938746244033 7489.32025242088 67.1333333333333 -57.8833333333333
2008 9 0 2239.36 37.3 6853.54 -1111.95 878.284162248512 7655.43785665267 68.75 -59.6166666666667
2008 9 0 883.76 18.56 1102.17 -1284.29 873.322064580106 7633.96942978953 68.5666666666667 -59.8166666666667
