"x" "y" "bathymetry"
900 7418 -686.743484304022
901 7418 -686.743484304022
902 7418 -686.743484304022
903 7418 -686.743484304022
904 7418 -728.445605472287
905 7418 -728.445605472287
906 7418 -728.445605472287
907 7418 -728.445605472287
908 7418 -773.774985274604
934 7418 -846.292647531477
935 7418 -846.292647531477
936 7418 -829.57527271781
937 7418 -829.57527271781
938 7418 -829.57527271781
939 7418 -829.57527271781
940 7418 -805.780398999952
941 7418 -805.780398999952
942 7418 -805.780398999952
943 7418 -805.780398999952
944 7418 -767.782401790862
945 7418 -767.782401790862
946 7418 -767.782401790862
947 7418 -767.782401790862
948 7418 -730.410732297899
949 7418 -730.410732297899
950 7418 -730.410732297899
951 7418 -730.410732297899
952 7418 -704.183059951728
898 7419 -636.668505708702
899 7419 -636.668505708702
900 7419 -686.743484304022
901 7419 -686.743484304022
902 7419 -686.743484304022
903 7419 -686.743484304022
904 7419 -728.445605472287
905 7419 -728.445605472287
906 7419 -728.445605472287
907 7419 -728.445605472287
908 7419 -773.774985274604
909 7419 -773.774985274604
910 7419 -773.774985274604
931 7419 -852.334164527871
932 7419 -846.292647531477
933 7419 -846.292647531477
934 7419 -846.292647531477
935 7419 -846.292647531477
936 7419 -829.57527271781
937 7419 -829.57527271781
938 7419 -829.57527271781
939 7419 -829.57527271781
940 7419 -805.780398999952
941 7419 -805.780398999952
942 7419 -805.780398999952
943 7419 -805.780398999952
944 7419 -767.782401790862
945 7419 -767.782401790862
946 7419 -767.782401790862
949 7419 -730.410732297899
950 7419 -730.410732297899
898 7420 -636.668505708702
899 7420 -636.668505708702
900 7420 -686.743484304022
901 7420 -686.743484304022
902 7420 -686.743484304022
903 7420 -686.743484304022
904 7420 -728.445605472287
905 7420 -728.445605472287
906 7420 -728.445605472287
907 7420 -728.445605472287
908 7420 -773.774985274604
909 7420 -773.774985274604
910 7420 -773.774985274604
930 7420 -852.334164527871
931 7420 -852.334164527871
932 7420 -846.292647531477
933 7420 -846.292647531477
934 7420 -846.292647531477
935 7420 -846.292647531477
936 7420 -829.57527271781
937 7420 -829.57527271781
938 7420 -829.57527271781
939 7420 -829.57527271781
940 7420 -805.780398999952
941 7420 -805.780398999952
942 7420 -805.780398999952
943 7420 -805.780398999952
944 7420 -767.782401790862
945 7420 -767.782401790862
946 7420 -767.782401790862
898 7421 -674.274678565124
899 7421 -674.274678565124
900 7421 -706.851490475561
901 7421 -706.851490475561
902 7421 -706.851490475561
903 7421 -706.851490475561
904 7421 -760.91415214349
905 7421 -760.91415214349
906 7421 -760.91415214349
907 7421 -760.91415214349
908 7421 -803.407559353888
909 7421 -803.407559353888
910 7421 -803.407559353888
911 7421 -803.407559353888
930 7421 -872.00415523489
931 7421 -872.00415523489
932 7421 -863.406930530647
933 7421 -863.406930530647
934 7421 -863.406930530647
935 7421 -863.406930530647
936 7421 -852.615957634354
937 7421 -852.615957634354
938 7421 -852.615957634354
939 7421 -852.615957634354
940 7421 -821.810548045229
941 7421 -821.810548045229
942 7421 -821.810548045229
943 7421 -821.810548045229
944 7421 -768.514944493407
945 7421 -768.514944493407
946 7421 -768.514944493407
947 7421 -768.514944493407
898 7422 -674.274678565124
899 7422 -674.274678565124
900 7422 -706.851490475561
901 7422 -706.851490475561
902 7422 -706.851490475561
903 7422 -706.851490475561
904 7422 -760.91415214349
905 7422 -760.91415214349
906 7422 -760.91415214349
907 7422 -760.91415214349
908 7422 -803.407559353888
909 7422 -803.407559353888
910 7422 -803.407559353888
911 7422 -803.407559353888
912 7422 -827.663650436491
930 7422 -872.00415523489
931 7422 -872.00415523489
932 7422 -863.406930530647
933 7422 -863.406930530647
934 7422 -863.406930530647
935 7422 -863.406930530647
936 7422 -852.615957634354
937 7422 -852.615957634354
938 7422 -852.615957634354
939 7422 -852.615957634354
940 7422 -821.810548045229
941 7422 -821.810548045229
942 7422 -821.810548045229
943 7422 -821.810548045229
944 7422 -768.514944493407
945 7422 -768.514944493407
946 7422 -768.514944493407
947 7422 -768.514944493407
898 7423 -674.274678565124
899 7423 -674.274678565124
900 7423 -706.851490475561
901 7423 -706.851490475561
902 7423 -706.851490475561
903 7423 -706.851490475561
904 7423 -760.91415214349
905 7423 -760.91415214349
906 7423 -760.91415214349
907 7423 -760.91415214349
908 7423 -803.407559353888
909 7423 -803.407559353888
910 7423 -803.407559353888
911 7423 -803.407559353888
912 7423 -827.663650436491
913 7423 -827.663650436491
930 7423 -872.00415523489
931 7423 -872.00415523489
932 7423 -863.406930530647
933 7423 -863.406930530647
934 7423 -863.406930530647
935 7423 -863.406930530647
936 7423 -852.615957634354
937 7423 -852.615957634354
938 7423 -852.615957634354
939 7423 -852.615957634354
940 7423 -821.810548045229
941 7423 -821.810548045229
942 7423 -821.810548045229
943 7423 -821.810548045229
944 7423 -768.514944493407
945 7423 -768.514944493407
946 7423 -768.514944493407
947 7423 -768.514944493407
948 7423 -733.111490425749
898 7424 -674.274678565124
899 7424 -674.274678565124
900 7424 -706.851490475561
901 7424 -706.851490475561
902 7424 -706.851490475561
903 7424 -706.851490475561
904 7424 -760.91415214349
905 7424 -760.91415214349
906 7424 -760.91415214349
907 7424 -760.91415214349
908 7424 -803.407559353888
909 7424 -803.407559353888
910 7424 -803.407559353888
911 7424 -803.407559353888
912 7424 -827.663650436491
913 7424 -827.663650436491
930 7424 -872.00415523489
931 7424 -872.00415523489
932 7424 -863.406930530647
933 7424 -863.406930530647
934 7424 -863.406930530647
935 7424 -863.406930530647
936 7424 -852.615957634354
937 7424 -852.615957634354
938 7424 -852.615957634354
939 7424 -852.615957634354
940 7424 -821.810548045229
941 7424 -821.810548045229
942 7424 -821.810548045229
943 7424 -821.810548045229
944 7424 -768.514944493407
945 7424 -768.514944493407
946 7424 -768.514944493407
947 7424 -768.514944493407
948 7424 -733.111490425749
899 7425 -686.868407243027
900 7425 -731.848074014519
901 7425 -731.848074014519
902 7425 -731.848074014519
903 7425 -731.848074014519
904 7425 -782.629810584555
905 7425 -782.629810584555
906 7425 -782.629810584555
907 7425 -782.629810584555
908 7425 -829.943716682714
909 7425 -829.943716682714
910 7425 -829.943716682714
911 7425 -829.943716682714
912 7425 -871.566296780813
913 7425 -871.566296780813
923 7425 -896.872069420012
924 7425 -904.790234406233
925 7425 -904.790234406233
926 7425 -904.790234406233
927 7425 -904.790234406233
928 7425 -901.791237411252
929 7425 -901.791237411252
930 7425 -901.791237411252
931 7425 -901.791237411252
932 7425 -887.856356542726
933 7425 -887.856356542726
934 7425 -887.856356542726
935 7425 -887.856356542726
936 7425 -871.63038616974
937 7425 -871.63038616974
938 7425 -871.63038616974
939 7425 -871.63038616974
940 7425 -839.759478654702
941 7425 -839.759478654702
942 7425 -839.759478654702
943 7425 -839.759478654702
944 7425 -793.73832470547
945 7425 -793.73832470547
946 7425 -793.73832470547
947 7425 -793.73832470547
948 7425 -750.197520886392
949 7425 -750.197520886392
900 7426 -731.848074014519
901 7426 -731.848074014519
902 7426 -731.848074014519
903 7426 -731.848074014519
904 7426 -782.629810584555
905 7426 -782.629810584555
906 7426 -782.629810584555
907 7426 -782.629810584555
908 7426 -829.943716682714
909 7426 -829.943716682714
910 7426 -829.943716682714
911 7426 -829.943716682714
912 7426 -871.566296780813
913 7426 -871.566296780813
922 7426 -896.872069420012
923 7426 -896.872069420012
924 7426 -904.790234406233
925 7426 -904.790234406233
926 7426 -904.790234406233
927 7426 -904.790234406233
928 7426 -901.791237411252
929 7426 -901.791237411252
930 7426 -901.791237411252
931 7426 -901.791237411252
932 7426 -887.856356542726
933 7426 -887.856356542726
934 7426 -887.856356542726
935 7426 -887.856356542726
936 7426 -871.63038616974
937 7426 -871.63038616974
938 7426 -871.63038616974
939 7426 -871.63038616974
940 7426 -839.759478654702
941 7426 -839.759478654702
942 7426 -839.759478654702
943 7426 -839.759478654702
944 7426 -793.73832470547
945 7426 -793.73832470547
946 7426 -793.73832470547
947 7426 -793.73832470547
948 7426 -750.197520886392
949 7426 -750.197520886392
950 7426 -750.197520886392
903 7427 -731.848074014519
904 7427 -782.629810584555
905 7427 -782.629810584555
906 7427 -782.629810584555
907 7427 -782.629810584555
908 7427 -829.943716682714
909 7427 -829.943716682714
910 7427 -829.943716682714
911 7427 -829.943716682714
912 7427 -871.566296780813
913 7427 -871.566296780813
914 7427 -871.566296780813
915 7427 -871.566296780813
916 7427 -880.791558896998
918 7427 -880.791558896998
919 7427 -880.791558896998
922 7427 -896.872069420012
923 7427 -896.872069420012
924 7427 -904.790234406233
925 7427 -904.790234406233
926 7427 -904.790234406233
927 7427 -904.790234406233
928 7427 -901.791237411252
929 7427 -901.791237411252
930 7427 -901.791237411252
931 7427 -901.791237411252
932 7427 -887.856356542726
933 7427 -887.856356542726
934 7427 -887.856356542726
935 7427 -887.856356542726
936 7427 -871.63038616974
937 7427 -871.63038616974
938 7427 -871.63038616974
939 7427 -871.63038616974
940 7427 -839.759478654702
941 7427 -839.759478654702
942 7427 -839.759478654702
943 7427 -839.759478654702
944 7427 -793.73832470547
945 7427 -793.73832470547
946 7427 -793.73832470547
947 7427 -793.73832470547
948 7427 -750.197520886392
949 7427 -750.197520886392
950 7427 -750.197520886392
903 7428 -731.848074014519
904 7428 -782.629810584555
905 7428 -782.629810584555
906 7428 -782.629810584555
907 7428 -782.629810584555
908 7428 -829.943716682714
909 7428 -829.943716682714
910 7428 -829.943716682714
911 7428 -829.943716682714
912 7428 -871.566296780813
913 7428 -871.566296780813
914 7428 -871.566296780813
915 7428 -871.566296780813
916 7428 -880.791558896998
917 7428 -880.791558896998
918 7428 -880.791558896998
919 7428 -880.791558896998
920 7428 -896.872069420012
921 7428 -896.872069420012
922 7428 -896.872069420012
923 7428 -896.872069420012
924 7428 -904.790234406233
925 7428 -904.790234406233
926 7428 -904.790234406233
927 7428 -904.790234406233
928 7428 -901.791237411252
929 7428 -901.791237411252
930 7428 -901.791237411252
931 7428 -901.791237411252
932 7428 -887.856356542726
933 7428 -887.856356542726
934 7428 -887.856356542726
935 7428 -887.856356542726
936 7428 -871.63038616974
937 7428 -871.63038616974
938 7428 -871.63038616974
939 7428 -871.63038616974
940 7428 -839.759478654702
941 7428 -839.759478654702
942 7428 -839.759478654702
943 7428 -839.759478654702
944 7428 -793.73832470547
945 7428 -793.73832470547
946 7428 -793.73832470547
947 7428 -793.73832470547
948 7428 -750.197520886392
949 7428 -750.197520886392
950 7428 -750.197520886392
901 7429 -750.596232089817
902 7429 -750.596232089817
903 7429 -750.596232089817
904 7429 -804.534038334642
905 7429 -804.534038334642
906 7429 -804.534038334642
907 7429 -804.534038334642
908 7429 -843.800331784117
909 7429 -843.800331784117
910 7429 -843.800331784117
911 7429 -843.800331784117
912 7429 -877.454740730815
913 7429 -877.454740730815
914 7429 -877.454740730815
915 7429 -877.454740730815
916 7429 -888.930635899327
917 7429 -888.930635899327
918 7429 -888.930635899327
919 7429 -888.930635899327
920 7429 -907.064753733093
921 7429 -907.064753733093
922 7429 -907.064753733093
923 7429 -907.064753733093
924 7429 -924.476513869411
925 7429 -924.476513869411
926 7429 -924.476513869411
927 7429 -924.476513869411
928 7429 -924.373173826355
929 7429 -924.373173826355
930 7429 -924.373173826355
931 7429 -924.373173826355
932 7429 -917.887950167058
933 7429 -917.887950167058
934 7429 -917.887950167058
935 7429 -917.887950167058
936 7429 -897.870984790996
937 7429 -897.870984790996
938 7429 -897.870984790996
939 7429 -897.870984790996
940 7429 -867.418861617135
941 7429 -867.418861617135
942 7429 -867.418861617135
943 7429 -867.418861617135
944 7429 -823.323220417586
945 7429 -823.323220417586
946 7429 -823.323220417586
947 7429 -823.323220417586
948 7429 -779.205323140441
949 7429 -779.205323140441
950 7429 -779.205323140441
900 7430 -750.596232089817
901 7430 -750.596232089817
902 7430 -750.596232089817
903 7430 -750.596232089817
904 7430 -804.534038334642
905 7430 -804.534038334642
906 7430 -804.534038334642
907 7430 -804.534038334642
908 7430 -843.800331784117
909 7430 -843.800331784117
910 7430 -843.800331784117
911 7430 -843.800331784117
912 7430 -877.454740730815
913 7430 -877.454740730815
914 7430 -877.454740730815
915 7430 -877.454740730815
916 7430 -888.930635899327
917 7430 -888.930635899327
918 7430 -888.930635899327
919 7430 -888.930635899327
920 7430 -907.064753733093
921 7430 -907.064753733093
922 7430 -907.064753733093
923 7430 -907.064753733093
924 7430 -924.476513869411
925 7430 -924.476513869411
926 7430 -924.476513869411
927 7430 -924.476513869411
928 7430 -924.373173826355
929 7430 -924.373173826355
930 7430 -924.373173826355
931 7430 -924.373173826355
932 7430 -917.887950167058
933 7430 -917.887950167058
934 7430 -917.887950167058
935 7430 -917.887950167058
936 7430 -897.870984790996
937 7430 -897.870984790996
938 7430 -897.870984790996
939 7430 -897.870984790996
940 7430 -867.418861617135
941 7430 -867.418861617135
942 7430 -867.418861617135
943 7430 -867.418861617135
944 7430 -823.323220417586
945 7430 -823.323220417586
946 7430 -823.323220417586
947 7430 -823.323220417586
948 7430 -779.205323140441
949 7430 -779.205323140441
950 7430 -779.205323140441
951 7430 -779.205323140441
899 7431 -703.364346564878
900 7431 -750.596232089817
901 7431 -750.596232089817
902 7431 -750.596232089817
903 7431 -750.596232089817
904 7431 -804.534038334642
905 7431 -804.534038334642
906 7431 -804.534038334642
907 7431 -804.534038334642
908 7431 -843.800331784117
909 7431 -843.800331784117
910 7431 -843.800331784117
911 7431 -843.800331784117
912 7431 -877.454740730815
913 7431 -877.454740730815
914 7431 -877.454740730815
915 7431 -877.454740730815
916 7431 -888.930635899327
917 7431 -888.930635899327
918 7431 -888.930635899327
919 7431 -888.930635899327
920 7431 -907.064753733093
921 7431 -907.064753733093
922 7431 -907.064753733093
923 7431 -907.064753733093
924 7431 -924.476513869411
925 7431 -924.476513869411
926 7431 -924.476513869411
927 7431 -924.476513869411
928 7431 -924.373173826355
929 7431 -924.373173826355
930 7431 -924.373173826355
931 7431 -924.373173826355
932 7431 -917.887950167058
933 7431 -917.887950167058
934 7431 -917.887950167058
935 7431 -917.887950167058
936 7431 -897.870984790996
937 7431 -897.870984790996
938 7431 -897.870984790996
939 7431 -897.870984790996
940 7431 -867.418861617135
941 7431 -867.418861617135
942 7431 -867.418861617135
943 7431 -867.418861617135
944 7431 -823.323220417586
945 7431 -823.323220417586
946 7431 -823.323220417586
947 7431 -823.323220417586
948 7431 -779.205323140441
949 7431 -779.205323140441
950 7431 -779.205323140441
951 7431 -779.205323140441
952 7431 -740.431365111441
899 7432 -703.364346564878
900 7432 -750.596232089817
901 7432 -750.596232089817
902 7432 -750.596232089817
903 7432 -750.596232089817
904 7432 -804.534038334642
905 7432 -804.534038334642
906 7432 -804.534038334642
907 7432 -804.534038334642
908 7432 -843.800331784117
909 7432 -843.800331784117
910 7432 -843.800331784117
911 7432 -843.800331784117
912 7432 -877.454740730815
913 7432 -877.454740730815
914 7432 -877.454740730815
915 7432 -877.454740730815
916 7432 -888.930635899327
917 7432 -888.930635899327
918 7432 -888.930635899327
919 7432 -888.930635899327
920 7432 -907.064753733093
921 7432 -907.064753733093
922 7432 -907.064753733093
923 7432 -907.064753733093
924 7432 -924.476513869411
925 7432 -924.476513869411
926 7432 -924.476513869411
927 7432 -924.476513869411
928 7432 -924.373173826355
929 7432 -924.373173826355
930 7432 -924.373173826355
931 7432 -924.373173826355
932 7432 -917.887950167058
933 7432 -917.887950167058
934 7432 -917.887950167058
935 7432 -917.887950167058
936 7432 -897.870984790996
937 7432 -897.870984790996
938 7432 -897.870984790996
939 7432 -897.870984790996
940 7432 -867.418861617135
941 7432 -867.418861617135
942 7432 -867.418861617135
943 7432 -867.418861617135
944 7432 -823.323220417586
945 7432 -823.323220417586
946 7432 -823.323220417586
947 7432 -823.323220417586
948 7432 -779.205323140441
949 7432 -779.205323140441
950 7432 -779.205323140441
951 7432 -779.205323140441
952 7432 -740.431365111441
899 7433 -740.686968161791
900 7433 -784.019234246474
901 7433 -784.019234246474
902 7433 -784.019234246474
903 7433 -784.019234246474
904 7433 -838.104222726024
905 7433 -838.104222726024
906 7433 -838.104222726024
907 7433 -838.104222726024
908 7433 -872.311389997295
909 7433 -872.311389997295
910 7433 -872.311389997295
911 7433 -872.311389997295
912 7433 -882.775390298603
913 7433 -882.775390298603
914 7433 -882.775390298603
915 7433 -882.775390298603
916 7433 -904.376585624194
917 7433 -904.376585624194
918 7433 -904.376585624194
919 7433 -904.376585624194
920 7433 -926.630633733359
921 7433 -926.630633733359
922 7433 -926.630633733359
923 7433 -926.630633733359
924 7433 -933.087382222867
925 7433 -933.087382222867
926 7433 -933.087382222867
927 7433 -933.087382222867
928 7433 -944.96120297569
929 7433 -944.96120297569
930 7433 -944.96120297569
931 7433 -944.96120297569
932 7433 -944.500629989323
933 7433 -944.500629989323
934 7433 -944.500629989323
935 7433 -944.500629989323
936 7433 -931.926031824537
937 7433 -931.926031824537
938 7433 -931.926031824537
939 7433 -931.926031824537
940 7433 -900.419002848685
941 7433 -900.419002848685
942 7433 -900.419002848685
943 7433 -900.419002848685
944 7433 -856.00811665631
945 7433 -856.00811665631
946 7433 -856.00811665631
947 7433 -856.00811665631
948 7433 -809.862027423512
949 7433 -809.862027423512
950 7433 -809.862027423512
951 7433 -809.862027423512
952 7433 -765.133379782802
953 7433 -765.133379782802
954 7433 -765.133379782802
899 7434 -740.686968161791
900 7434 -784.019234246474
901 7434 -784.019234246474
902 7434 -784.019234246474
903 7434 -784.019234246474
904 7434 -838.104222726024
905 7434 -838.104222726024
906 7434 -838.104222726024
907 7434 -838.104222726024
908 7434 -872.311389997295
909 7434 -872.311389997295
910 7434 -872.311389997295
911 7434 -872.311389997295
912 7434 -882.775390298603
913 7434 -882.775390298603
914 7434 -882.775390298603
915 7434 -882.775390298603
916 7434 -904.376585624194
917 7434 -904.376585624194
918 7434 -904.376585624194
919 7434 -904.376585624194
920 7434 -926.630633733359
921 7434 -926.630633733359
922 7434 -926.630633733359
923 7434 -926.630633733359
924 7434 -933.087382222867
925 7434 -933.087382222867
926 7434 -933.087382222867
927 7434 -933.087382222867
928 7434 -944.96120297569
929 7434 -944.96120297569
930 7434 -944.96120297569
931 7434 -944.96120297569
932 7434 -944.500629989323
933 7434 -944.500629989323
934 7434 -944.500629989323
935 7434 -944.500629989323
936 7434 -931.926031824537
937 7434 -931.926031824537
938 7434 -931.926031824537
939 7434 -931.926031824537
940 7434 -900.419002848685
941 7434 -900.419002848685
942 7434 -900.419002848685
943 7434 -900.419002848685
944 7434 -856.00811665631
945 7434 -856.00811665631
946 7434 -856.00811665631
947 7434 -856.00811665631
948 7434 -809.862027423512
949 7434 -809.862027423512
950 7434 -809.862027423512
951 7434 -809.862027423512
952 7434 -765.133379782802
953 7434 -765.133379782802
954 7434 -765.133379782802
955 7434 -765.133379782802
899 7435 -740.686968161791
900 7435 -784.019234246474
901 7435 -784.019234246474
902 7435 -784.019234246474
903 7435 -784.019234246474
904 7435 -838.104222726024
905 7435 -838.104222726024
906 7435 -838.104222726024
907 7435 -838.104222726024
908 7435 -872.311389997295
909 7435 -872.311389997295
910 7435 -872.311389997295
911 7435 -872.311389997295
912 7435 -882.775390298603
913 7435 -882.775390298603
914 7435 -882.775390298603
915 7435 -882.775390298603
916 7435 -904.376585624194
917 7435 -904.376585624194
918 7435 -904.376585624194
919 7435 -904.376585624194
920 7435 -926.630633733359
921 7435 -926.630633733359
922 7435 -926.630633733359
923 7435 -926.630633733359
924 7435 -933.087382222867
925 7435 -933.087382222867
926 7435 -933.087382222867
927 7435 -933.087382222867
928 7435 -944.96120297569
929 7435 -944.96120297569
930 7435 -944.96120297569
931 7435 -944.96120297569
932 7435 -944.500629989323
933 7435 -944.500629989323
934 7435 -944.500629989323
935 7435 -944.500629989323
936 7435 -931.926031824537
937 7435 -931.926031824537
938 7435 -931.926031824537
939 7435 -931.926031824537
940 7435 -900.419002848685
941 7435 -900.419002848685
942 7435 -900.419002848685
943 7435 -900.419002848685
944 7435 -856.00811665631
945 7435 -856.00811665631
946 7435 -856.00811665631
947 7435 -856.00811665631
948 7435 -809.862027423512
949 7435 -809.862027423512
950 7435 -809.862027423512
951 7435 -809.862027423512
952 7435 -765.133379782802
953 7435 -765.133379782802
954 7435 -765.133379782802
955 7435 -765.133379782802
956 7435 -731.394539918522
900 7436 -784.019234246474
901 7436 -784.019234246474
902 7436 -784.019234246474
903 7436 -784.019234246474
904 7436 -838.104222726024
905 7436 -838.104222726024
906 7436 -838.104222726024
907 7436 -838.104222726024
908 7436 -872.311389997295
909 7436 -872.311389997295
910 7436 -872.311389997295
911 7436 -872.311389997295
912 7436 -882.775390298603
913 7436 -882.775390298603
914 7436 -882.775390298603
915 7436 -882.775390298603
916 7436 -904.376585624194
917 7436 -904.376585624194
918 7436 -904.376585624194
919 7436 -904.376585624194
920 7436 -926.630633733359
921 7436 -926.630633733359
922 7436 -926.630633733359
923 7436 -926.630633733359
924 7436 -933.087382222867
925 7436 -933.087382222867
926 7436 -933.087382222867
927 7436 -933.087382222867
928 7436 -944.96120297569
929 7436 -944.96120297569
930 7436 -944.96120297569
931 7436 -944.96120297569
932 7436 -944.500629989323
933 7436 -944.500629989323
934 7436 -944.500629989323
935 7436 -944.500629989323
936 7436 -931.926031824537
937 7436 -931.926031824537
938 7436 -931.926031824537
939 7436 -931.926031824537
940 7436 -900.419002848685
941 7436 -900.419002848685
942 7436 -900.419002848685
943 7436 -900.419002848685
944 7436 -856.00811665631
945 7436 -856.00811665631
946 7436 -856.00811665631
947 7436 -856.00811665631
948 7436 -809.862027423512
949 7436 -809.862027423512
950 7436 -809.862027423512
951 7436 -809.862027423512
952 7436 -765.133379782802
953 7436 -765.133379782802
954 7436 -765.133379782802
955 7436 -765.133379782802
956 7436 -731.394539918522
900 7437 -817.338634172832
901 7437 -817.338634172832
902 7437 -817.338634172832
903 7437 -817.338634172832
904 7437 -870.340299790546
905 7437 -870.340299790546
906 7437 -870.340299790546
907 7437 -870.340299790546
908 7437 -892.84597815999
909 7437 -892.84597815999
910 7437 -892.84597815999
911 7437 -892.84597815999
912 7437 -906.717331717059
913 7437 -906.717331717059
914 7437 -906.717331717059
915 7437 -906.717331717059
916 7437 -932.761083491551
917 7437 -932.761083491551
918 7437 -932.761083491551
919 7437 -932.761083491551
920 7437 -944.569821502467
921 7437 -944.569821502467
922 7437 -944.569821502467
923 7437 -944.569821502467
924 7437 -955.26042787945
925 7437 -955.26042787945
926 7437 -955.26042787945
927 7437 -955.26042787945
928 7437 -968.815773812552
929 7437 -968.815773812552
930 7437 -968.815773812552
931 7437 -968.815773812552
932 7437 -963.513160463003
933 7437 -963.513160463003
934 7437 -963.513160463003
935 7437 -963.513160463003
936 7437 -945.088864374968
937 7437 -945.088864374968
938 7437 -945.088864374968
939 7437 -945.088864374968
940 7437 -922.248324887673
941 7437 -922.248324887673
942 7437 -922.248324887673
943 7437 -922.248324887673
944 7437 -885.160211021367
945 7437 -885.160211021367
946 7437 -885.160211021367
947 7437 -885.160211021367
948 7437 -830.716500325522
949 7437 -830.716500325522
950 7437 -830.716500325522
951 7437 -830.716500325522
952 7437 -784.984590801153
953 7437 -784.984590801153
954 7437 -784.984590801153
955 7437 -784.984590801153
956 7437 -751.585241747276
902 7438 -817.338634172832
903 7438 -817.338634172832
904 7438 -870.340299790546
905 7438 -870.340299790546
906 7438 -870.340299790546
907 7438 -870.340299790546
908 7438 -892.84597815999
909 7438 -892.84597815999
910 7438 -892.84597815999
911 7438 -892.84597815999
912 7438 -906.717331717059
913 7438 -906.717331717059
914 7438 -906.717331717059
915 7438 -906.717331717059
916 7438 -932.761083491551
917 7438 -932.761083491551
918 7438 -932.761083491551
919 7438 -932.761083491551
920 7438 -944.569821502467
921 7438 -944.569821502467
922 7438 -944.569821502467
923 7438 -944.569821502467
924 7438 -955.26042787945
925 7438 -955.26042787945
926 7438 -955.26042787945
927 7438 -955.26042787945
928 7438 -968.815773812552
929 7438 -968.815773812552
930 7438 -968.815773812552
931 7438 -968.815773812552
932 7438 -963.513160463003
933 7438 -963.513160463003
934 7438 -963.513160463003
935 7438 -963.513160463003
936 7438 -945.088864374968
937 7438 -945.088864374968
938 7438 -945.088864374968
939 7438 -945.088864374968
940 7438 -922.248324887673
941 7438 -922.248324887673
942 7438 -922.248324887673
943 7438 -922.248324887673
944 7438 -885.160211021367
945 7438 -885.160211021367
946 7438 -885.160211021367
947 7438 -885.160211021367
948 7438 -830.716500325522
949 7438 -830.716500325522
950 7438 -830.716500325522
951 7438 -830.716500325522
952 7438 -784.984590801153
953 7438 -784.984590801153
954 7438 -784.984590801153
955 7438 -784.984590801153
956 7438 -751.585241747276
905 7439 -870.340299790546
906 7439 -870.340299790546
907 7439 -870.340299790546
908 7439 -892.84597815999
909 7439 -892.84597815999
910 7439 -892.84597815999
911 7439 -892.84597815999
912 7439 -906.717331717059
913 7439 -906.717331717059
914 7439 -906.717331717059
915 7439 -906.717331717059
916 7439 -932.761083491551
917 7439 -932.761083491551
919 7439 -932.761083491551
920 7439 -944.569821502467
921 7439 -944.569821502467
922 7439 -944.569821502467
923 7439 -944.569821502467
924 7439 -955.26042787945
925 7439 -955.26042787945
926 7439 -955.26042787945
927 7439 -955.26042787945
